Gene_id,Gene_Chr,Gene_Start,Gene_End,Gene,RPKM
ENSG00000272342.1_2,2,739588,740164,LINC01115,0.197484771
ENSG00000272343.1_2,8,57135247,57135732,RP11-140I16.3,0.703387115
ENSG00000272344.1,14,101448312,101448383,SNORD114-21,0
ENSG00000272345.1_2,6,24701135,24702021,RP1-30M3.5,5.845170714
ENSG00000272346.2_2,17,62936724,62936835,RP11-927P21.11,1.780448634
ENSG00000272347.1_2,5,1005154,1006738,RP11-43F13.4,0.161756848
ENSG00000272349.1,13,102369198,102369728,RP11-397O8.7,3.165242017
ENSG00000272351.1,X,68892323,68892441,5S_rRNA,0.718164155
ENSG00000272354.1_2,5,64316441,64316816,RP11-307L14.2,0
ENSG00000272356.1_2,6,111630406,111634720,RP5-1112D6.8,2.072995119
ENSG00000272359.1,3,196474063,196474195,U4,1.713514475
ENSG00000272360.1_2,3,58476557,58477018,RP11-359I18.5,0.369963353
ENSG00000272361.2_2,7,16633251,16633849,GS1-166A23.2,0.190231574
ENSG00000272362.1_3,1,234780412,234783317,RP4-781K5.9,0
ENSG00000272366.1_2,10,22629306,22629544,RP11-573G6.10,0
ENSG00000272367.1_2,5,86672073,86672997,CTC-428H11.2,5.605044782
ENSG00000272368.2_3,12,50505980,50559401,RP4-605O3.4,7.497968107
ENSG00000272369.1_3,12,46931285,47046333,RP11-446N19.1,9.474530233
ENSG00000272370.1_2,5,64315865,64316378,RP11-307L14.1,0.166267577
ENSG00000272371.1_2,1,53020490,53020945,RP11-25O10.2,0
ENSG00000272372.1_2,16,56385798,56387436,RP11-441F2.5,0
ENSG00000272374.1_2,6,35188147,35192407,RP3-329A5.8,1.731560465
ENSG00000272375.1_2,8,30054920,30055564,RP11-51J9.6,0.794991018
ENSG00000272379.1_3,6,13290250,13290722,RP1-257A7.5,1.385211622
ENSG00000272380.1,18,5840694,5840832,MIR3976,0
ENSG00000272381.1_2,10,31476812,31550839,RP11-192P3.4,0
ENSG00000272382.1_2,5,43033818,43034737,CTD-2035E11.4,3.777647537
ENSG00000272383.1_2,17,61165523,61166558,RP11-556O9.4,0
ENSG00000272384.1_2,8,123792210,123793069,RP11-44N11.2,0.066249252
ENSG00000272385.1,2,51188383,51188471,AC007682.3,0
ENSG00000272386.1_3,17,74547434,74547832,RP11-666A8.12,0.142792873
ENSG00000272387.2_2,10,43078689,43078823,AL022345.11,0.422032269
ENSG00000272389.1_2,5,112233720,112234068,CTC-487M23.7,0.979501827
ENSG00000272391.5_3,7,75046066,75115548,POM121C,6.574964221
ENSG00000272393.1,7,132767589,132767692,U6,0
ENSG00000272395.7_3,19,39736954,39739496,IFNL4,0
ENSG00000272396.1_2,19,43864837,43873122,CTC-490G23.4,0.372381414
ENSG00000272397.1_3,6,147269664,147272295,RP11-497D6.5,0
ENSG00000272400.1_2,17,62843504,62843846,RP11-927P21.7,0
ENSG00000272402.1_2,6,24706975,24707379,RP1-30M3.6,0.351693557
ENSG00000272405.1_2,1,156611458,156614679,RP11-284F21.10,0.114938956
ENSG00000272406.1_2,5,93077346,93079206,RP11-185E12.2,0
ENSG00000272407.1_3,20,39825287,39825578,RP3-511B24.5,0.780470634
ENSG00000272410.5_3,3,10291056,10327480,RP11-438J1.1,9.167187325
ENSG00000272411.1_2,5,148349903,148350216,RP11-44B19.1,0
ENSG00000272412.1,11,130180075,130180369,Metazoa_SRP,0.193133411
ENSG00000272414.5_3,4,77172874,77232282,FAM47E-STBD1,10.96606981
ENSG00000272416.1_2,5,53176123,53176881,CTD-2081C10.7,0.075065028
ENSG00000272417.1_2,5,10203712,10204152,CTD-2199O4.6,0.516774207
ENSG00000272418.1_3,15,78573292,78574532,RP11-762H8.4,236.9299451
ENSG00000272420.1_3,1,2294500,2295067,RP4-740C4.7,0.902762688
ENSG00000272425.1_2,8,82187634,82189805,RP11-363E6.4,0.078693862
ENSG00000272426.1_2,1,17230834,17231271,RP11-108M9.6,0.390235317
ENSG00000272428.1_2,6,133861922,133862312,RP11-704J17.5,0.582857865
ENSG00000272430.1_2,10,46914145,46917230,RP11-38L15.8,0.723812149
ENSG00000272431.1_2,5,178365678,178366224,RP11-281O15.8,0.364552554
ENSG00000272432.1_2,1,25574328,25574812,RP3-465N24.6,1.350938345
ENSG00000272434.1_2,3,49066749,49067139,RP13-131K19.6,14.28001769
ENSG00000272435.1,12,34358634,34358752,5S_rRNA,0
ENSG00000272436.1_2,10,10299132,10299429,CUX2P1,0
ENSG00000272438.1_3,1,840214,851356,RP11-54O7.16,0
ENSG00000272439.1,14,99910643,99910749,U6,1.064941239
ENSG00000272440.1_2,3,158413156,158413370,RP11-379F4.6,2.252474551
ENSG00000272442.2_3,6,44240931,44346694,RP11-444E17.6,6.089914828
ENSG00000272443.1_2,1,146917312,146917866,OR13Z2P,0
ENSG00000272444.1_2,14,102418753,102419400,RP11-1017G21.6,0.527540336
ENSG00000272445.1,6,77267370,77267471,U6,0
ENSG00000272446.5_3,6,139480294,139598318,RP1-225E12.3,4.828080352
ENSG00000272447.1_2,10,81585658,81587358,RP11-182L21.6,5.040940989
ENSG00000272449.1_2,1,2477904,2478899,RP3-395M20.12,6.521161263
ENSG00000272455.1_2,1,1344476,1345998,RP4-758J18.13,2.076215873
ENSG00000272456.1_2,8,135735190,135736192,CTD-2342N23.3,0.056803944
ENSG00000272457.1_2,8,54788710,54789209,RP11-1070A24.2,0
ENSG00000272458.1,14,101350820,101350913,MIR432,0
ENSG00000272459.1_2,5,176981825,176982365,RP11-1277A3.3,0.315939129
ENSG00000272460.1,15,25488761,25488842,SNORD115-40,0
ENSG00000272461.1_2,18,962593,976884,RP11-689C9.1,0
ENSG00000272462.2_2,6,25992890,26002003,U91328.19,0.30349536
ENSG00000272463.1_2,6,708592,711405,RP11-532F6.3,0.384688262
ENSG00000272464.1,12,120486234,120486332,snoU13,0.575498548
ENSG00000272465.1_3,6,2437783,2438483,RP1-136B1.1,0.934672036
ENSG00000272468.1_2,6,27090436,27091000,RP1-86C11.7,0.100839569
ENSG00000272469.1,8,74746010,74746277,Metazoa_SRP,0
ENSG00000272472.1_3,6,122964533,122965916,RP11-95G17.2,0.041166442
ENSG00000272473.1_2,19,781002,781862,AC006273.4,0.363947688
ENSG00000272474.1,14,101404524,101404601,SNORD113-5,0
ENSG00000272476.1_2,6,108278617,108281190,RP1-191J18.66,5.102015978
ENSG00000272477.1_3,3,18450172,18451127,RP11-158G18.1,0
ENSG00000272478.1_2,1,26158404,26158625,RP1-317E23.7,26.94733068
ENSG00000272479.1_2,8,40377084,40377677,RP11-301G7.1,0
ENSG00000272480.1_2,1,146953988,146954378,OR13Z3P,0
ENSG00000272482.1_2,1,12678906,12679250,RP11-474O21.5,4.376291136
ENSG00000272483.1_2,3,11653076,11653671,RP11-169K17.3,0.191189115
ENSG00000272485.1_2,6,774747,780214,RP11-284J1.1,0.116942439
ENSG00000272486.1_2,8,125591872,125592889,RP11-532M24.1,1.371190304
ENSG00000272489.1_3,10,81422948,81424542,RP11-182L21.5,0.107161799
ENSG00000272491.1_2,1,48693560,48695233,RP5-1024N4.4,0.765784359
ENSG00000272494.1_2,5,175433148,175434390,OR1X1P,0
ENSG00000272498.1_3,3,16380815,16381378,RP11-415F23.3,1.262729528
ENSG00000272501.1_2,6,31162977,31165814,XXbac-BPG299F13.17,3.392764699
ENSG00000272502.1_2,8,121824459,121825599,RP11-713M15.2,7.465088752
ENSG00000272505.1_2,8,10344317,10347176,RP11-981G7.6,0.418343176
ENSG00000272506.1_2,1,65469153,65469770,RP4-535B20.4,0.18438303
ENSG00000272507.1,10,12158279,12158378,U6,2.848717815
ENSG00000272508.1_3,10,88753189,88784489,RP11-96C23.14,0.483223539
ENSG00000272509.1_2,8,95896837,95897298,RP11-347C18.5,0.98656894
ENSG00000272510.1_2,1,15892106,15892451,RP4-680D5.8,8.809618676
ENSG00000272512.1_2,1,931346,933431,RP11-54O7.17,14.65328004
ENSG00000272514.5_3,6,88117701,88174183,CFAP206,25.9246725
ENSG00000272515.1_3,13,88260162,88261489,RP11-29P20.1,0
ENSG00000272516.1_2,10,22621333,22621916,RP11-573G6.9,0.097558829
ENSG00000272518.1_3,8,80868700,80869616,RP11-26J3.3,1.242625001
ENSG00000272519.1_2,2,214131719,214140876,RP11-105N14.2,4.457177534
ENSG00000272523.1_2,5,108063526,108063961,LINC01023,5.945718375
ENSG00000272524.1_2,2,10260861,10261192,RP11-254F7.4,0
ENSG00000272525.1_2,5,72793375,72794118,RP11-79P5.9,2.756823692
ENSG00000272529.1_3,3,16386633,16387947,RP11-415F23.4,1.654427769
ENSG00000272533.1,14,103804186,103804311,SNORA28,1.808709724
ENSG00000272536.1,10,74342561,74342842,Metazoa_SRP,0
ENSG00000272537.1_2,7,16510809,16510998,GS1-166A23.1,0.149932517
ENSG00000272540.1_2,6,30690882,30691654,XXbac-BPG252P9.9,68.21444599
ENSG00000272541.1_2,6,58182169,58182746,XXbac-BPGBPG55C20.1,1.281430159
ENSG00000272542.1_3,13,103541208,103542184,RP11-255P5.2,0.174946846
ENSG00000272543.1,3,50712511,50712594,MIR4787,0
ENSG00000272545.1_3,16,48674384,48674963,CTC-527H23.4,0
ENSG00000272546.1_2,17,3214487,3215186,OR3A5P,0
ENSG00000272549.1_2,6,168067520,168079950,RP11-351J23.2,0
ENSG00000272551.1_2,2,177476165,177476977,RP11-324L17.1,0
ENSG00000272554.1_2,3,24537763,24541071,RP11-317L10.1,0.739469396
ENSG00000272555.1_2,2,219683413,219683867,RP11-459I19.1,0.313045914
ENSG00000272556.2_3,7,45808704,45854862,GTF2IP13,2.406551822
ENSG00000272558.1_2,6,25984040,25999395,U91328.21,9.415253795
ENSG00000272559.1_2,11,4757408,4758308,OR51F3P,0
ENSG00000272562.1_2,1,226248413,226249577,RP11-396C23.4,0.639508081
ENSG00000272563.1_2,2,114190177,114193619,RP11-480C16.1,0.09928729
ENSG00000272564.1_2,2,86131402,86131850,RP11-548P2.2,0.126891662
ENSG00000272566.1_2,4,190625035,190625644,RP11-462G22.2,0.280201752
ENSG00000272567.1_2,4,113194124,113194472,RP11-73K9.3,0.163250305
ENSG00000272568.5_3,7,29019583,29052983,CTB-113D17.1,0.086921821
ENSG00000272569.1_2,11,57938570,57939193,OR5BL1P,0
ENSG00000272572.1_2,10,102670860,102672496,RP11-179B2.2,0.261030954
ENSG00000272573.5_3,3,52867130,52869235,MUSTN1,11.87492127
ENSG00000272574.1_3,1,162562893,162563544,RP11-359K18.4,4.399999793
ENSG00000272575.5_2,11,128078724,128111336,LINC02098,0
ENSG00000272576.1_2,4,52784938,52785547,RP11-365H22.2,0.140100876
ENSG00000272578.5_2,22,24000281,24059543,AP000347.2,6.297080167
ENSG00000272579.1_2,1,193059996,193060686,RP11-101E13.5,10.05914829
ENSG00000272582.1_3,22,38346972,38347785,RP5-1039K5.17,8.539154138
ENSG00000272583.1_2,1,121260164,121260627,RP11-344P13.6,0
ENSG00000272588.1_2,4,750810,751528,RP11-440L14.4,0.515067199
ENSG00000272589.1_3,10,75556272,75561157,ZSWIM8-AS1,33.01390783
ENSG00000272592.1_2,10,63444650,63445146,RP11-63A2.2,0.114636532
ENSG00000272593.1_2,9,131153740,131154295,RP11-339B21.11,1.998201345
ENSG00000272595.1_2,7,5156800,5157718,OR10AH1P,0
ENSG00000272597.1_2,3,107048277,107048809,RP11-446H18.6,0.213787453
ENSG00000272599.2_2,10,74884331,74885290,RP11-152N13.16,1.513381339
ENSG00000272600.1_2,22,21243494,21245502,AC007308.7,9.012029548
ENSG00000272601.1_2,7,128106617,128109225,RP11-155G14.5,5.254301747
ENSG00000272602.5_3,4,53179,88099,ZNF595,1.381813594
ENSG00000272604.1_2,7,105211530,105214107,RP11-251G23.5,1.182361545
ENSG00000272606.1_2,2,55845044,55845508,RP11-554J4.1,1.715356964
ENSG00000272609.1_2,3,137723491,137723964,RP11-461M2.2,2.524180342
ENSG00000272610.1_3,3,65858490,65940233,MAGI1-IT1,0.188656809
ENSG00000272617.2_3,16,69360816,69373570,COG8,10.40348795
ENSG00000272619.1_2,7,143060992,143061322,RP11-563K23.1,0
ENSG00000272620.1_2,4,7755817,7780655,AFAP1-AS1,0.465353462
ENSG00000272622.1_3,2,227664862,227675745,RP11-395N3.2,0
ENSG00000272625.1_2,18,2920964,2921683,RP11-737O24.5,1.068269181
ENSG00000272626.1_2,4,69766726,69772701,RP11-468N14.13,0.23888619
ENSG00000272627.1_3,10,74526318,74526810,RP11-354E23.5,0.231133291
ENSG00000272630.1_2,10,74857802,74861055,RP11-344N10.5,0.530875866
ENSG00000272631.1_3,10,88509511,88516055,RP11-359E3.4,0.470071083
ENSG00000272632.1_2,4,142351985,142352438,RP11-362F19.3,0
ENSG00000272634.1_2,11,4730799,4731740,OR51F5P,0
ENSG00000272635.1_3,19,28284396,28475892,LLNLF-65H9.1,2.00396816
ENSG00000272636.3_3,17,5810,31427,DOC2B,1.867065054
ENSG00000272638.1_2,7,30464288,30465028,GS1-114I9.1,4.190421617
ENSG00000272639.1_3,15,101402129,101425534,RP11-66B24.8,18.83992456
ENSG00000272642.1_2,11,127060664,127093344,CTD-2234N14.1,1.789049835
ENSG00000272644.1_2,2,219934076,219934531,RP11-33O4.1,0.249887528
ENSG00000272645.3_3,1,224139096,224180296,GTF2IP20,8.625189041
ENSG00000272646.1_2,4,183802930,183803356,RP11-188P17.2,0.400288218
ENSG00000272647.2_3,7,99156318,99205433,GS1-259H13.13,10.15928281
ENSG00000272650.1_2,4,54863582,54863879,RP11-571I18.4,2.007485708
ENSG00000272654.1_2,1,153950219,153951636,RP11-422P24.11,0.944215355
ENSG00000272655.2_3,7,44053161,44058769,POLR2J4,5.228659281
ENSG00000272656.1_2,3,139067866,139068213,RP11-219D15.3,0.900456781
ENSG00000272657.1_3,21,35445892,35732332,AP000320.7,15.19908725
ENSG00000272660.1_2,3,179302059,179302198,RP11-145M9.6,0.813919376
ENSG00000272661.1_2,7,150937485,150938058,RP4-548D19.3,7.940676836
ENSG00000272662.1_2,3,119216525,119217028,RP11-190C22.8,0.621743968
ENSG00000272663.1_2,2,48667182,48667736,RP11-191L17.1,2.463755948
ENSG00000272664.1_2,11,4739842,4740789,OR51C4P,0
ENSG00000272666.1_2,22,50980734,50981335,CTA-384D8.35,1.419626818
ENSG00000272667.1_2,2,128644130,128644759,RP11-395A13.2,5.019169483
ENSG00000272668.1_2,1,159836744,159837475,RP11-190A12.8,2.451765332
ENSG00000272669.1_3,22,39138630,39139120,RP3-508I15.21,10.15327123
ENSG00000272672.1_2,1,90405160,90405706,RP11-302M6.5,0
ENSG00000272674.3_3,5,140560980,140565974,PCDHB16,0.319631732
ENSG00000272675.1,22,18036250,18037847,AC004019.18,0
ENSG00000272676.1_2,11,56812566,56812865,OR5AO1P,0
ENSG00000272677.1_2,4,83295454,83305180,RP11-127B20.3,1.25771206
ENSG00000272678.1_2,3,123002440,123002830,RP11-797D24.4,1.092858497
ENSG00000272679.1_3,9,139694818,139723918,RP11-216L13.18,48.95122948
ENSG00000272681.2_2,X,153860736,153861445,FAM223B,0.160491145
ENSG00000272682.1_2,22,19111822,19115962,AC004471.10,0.225790051
ENSG00000272685.1_2,11,57876192,57877133,OR9I3P,0
ENSG00000272686.1_2,7,123389122,123391220,RP11-390E23.6,4.315827847
ENSG00000272688.1_2,18,3246399,3247084,RP13-270P17.3,1.162741965
ENSG00000272689.1_3,22,30817195,30817525,RP4-539M6.21,0.688511859
ENSG00000272690.5_2,3,75484499,75506637,LINC02018,0.856757238
ENSG00000272691.1_2,1,86044183,86044425,RP11-290M5.4,0
ENSG00000272692.1_2,10,77168915,77171600,RP11-399K21.14,1.296241969
ENSG00000272693.3_2,7,65111924,65235797,RP11-479O9.4,1.787715772
ENSG00000272694.1_2,22,37767724,37768898,RP1-63G5.8,0.156522957
ENSG00000272695.1_2,13,114567141,114569806,GAS6-AS2,0.087563048
ENSG00000272696.1_2,9,131078616,131079188,RP11-339B21.13,0.696021805
ENSG00000272699.1_2,3,179123236,179123732,RP11-145M9.5,0.114636532
ENSG00000272701.2_2,7,130125883,130130874,MESTIT1,0.124518991
ENSG00000272702.1_2,2,73340146,73343035,RP11-44N22.3,0.177428791
ENSG00000272703.1_2,18,11857154,11857553,RP11-78A19.4,0.142435891
ENSG00000272707.1_2,3,194358234,194358393,RP11-534C12.1,0.890224317
ENSG00000272709.1,1,145200338,145200891,RP11-458D21.6,0.514208992
ENSG00000272710.1_3,3,75589200,75629150,CTD-2026G6.3,2.551090581
ENSG00000272711.1_2,2,75059782,75061114,RP11-259N19.1,0.598380336
ENSG00000272714.1_2,6,121710470,121711503,RP1-276J11.3,0
ENSG00000272715.1_2,1,117451771,117452153,RP4-753F5.1,0
ENSG00000272716.1_2,2,32390115,32390826,RP11-563N4.1,0.440110898
ENSG00000272717.1_2,4,140477953,140478797,RP11-342I1.2,0.674252737
ENSG00000272719.1_2,7,5596362,5596876,CTB-161C1.1,0
ENSG00000272720.1_2,22,38486134,38487566,CTA-228A9.3,1.550593088
ENSG00000272721.5_2,3,183851807,183853026,RP11-778D9.12,3.911451922
ENSG00000272724.1_3,12,52478528,52486069,OR7E47P,0.190337493
ENSG00000272727.1_2,4,146256415,146261573,RP11-142A22.4,0.024749938
ENSG00000272729.1_2,2,177028892,177030444,RP11-387A1.5,0
ENSG00000272732.1_2,7,7589735,7592071,RP5-1159O4.2,2.513068284
ENSG00000272733.1_2,22,23923067,23926046,KB-208E9.1,0.843283719
ENSG00000272734.1_3,10,88725102,88731068,ADIRF-AS1,5.516045456
ENSG00000272735.1_2,2,71294649,71295255,RP11-467P9.1,0.844759813
ENSG00000272736.5_3,17,10286449,10441179,RP11-799N11.1,0
ENSG00000272741.1_3,3,195975101,196045093,RP11-447L10.1,48.7259502
ENSG00000272742.1_3,5,138700366,138705406,CTB-43P18.1,49.72385463
ENSG00000272744.1_2,4,184438047,184438680,RP11-367N14.3,0.359459661
ENSG00000272745.1_2,7,7659503,7660174,RP5-1007H16.1,0.339133073
ENSG00000272746.1_3,18,13526077,13526687,RP11-53B2.6,1.025724909
ENSG00000272748.1_2,10,76581368,76581888,RP11-222G7.2,0
ENSG00000272750.1_2,1,222832209,222834854,RP11-378J18.8,5.932137249
ENSG00000272752.6_3,7,99933727,99965454,STAG3L5P-PVRIG2P-PILRB,55.76499496
ENSG00000272754.1_2,2,32546707,32548071,AL133245.2,0.166957821
ENSG00000272755.1_2,1,145018395,145018959,RP11-326G21.1,0.806716549
ENSG00000272758.5_2,3,122135054,122162027,RP11-299J3.8,11.79493333
ENSG00000272760.1_2,7,154742936,154743898,RP11-5C23.1,1.538248457
ENSG00000272762.5_3,3,51995228,52008047,RP11-155D18.12,32.60141412
ENSG00000272763.1_2,17,46713285,46724385,RP11-357H14.17,0.035698218
ENSG00000272764.1_2,10,5855948,5856404,RP11-318E3.9,2.064288272
ENSG00000272767.1_2,10,65224989,65226323,JMJD1C-AS1,1.771112949
ENSG00000272768.1_2,7,44924552,44925992,RP4-673M15.1,5.910941198
ENSG00000272769.1_2,2,133103189,133104870,RP11-725P16.2,0.067745965
ENSG00000272770.1_2,17,2586599,2588382,RP11-74E22.5,37.40648632
ENSG00000272772.1_3,5,133502861,133561762,CTD-2410N18.5,149.1595725
ENSG00000272774.1_2,3,72227430,72227961,RP11-433A10.3,0
ENSG00000272777.1_2,4,99988407,99989276,RP11-571L19.8,0.360182712
ENSG00000272779.1_2,22,22657589,22664766,LL22NC03-80A10.6,12.96026838
ENSG00000272780.5_3,17,21435738,21477781,RP11-822E23.8,1.788774045
ENSG00000272783.1_2,4,1552011,1552299,RP13-1016M1.2,0
ENSG00000272784.1_2,4,184015576,184016209,RP11-335L23.5,0
ENSG00000272787.1_3,22,24311400,24312062,KB-226F1.2,0.644506293
ENSG00000272788.1_3,18,8801654,8802303,RP11-674N23.4,0
ENSG00000272789.1_2,2,128383572,128384423,RP11-286H15.1,0
ENSG00000272791.1_2,10,75390314,75391248,RP11-464F9.22,0.670286545
ENSG00000272792.1,3,195366861,195367331,RP11-141C7.4,1.149164299
ENSG00000272795.1_2,4,110736203,110736566,RP11-602N24.3,0.313045914
ENSG00000272797.1_2,3,168645263,168645707,RP11-368I23.3,2.496629096
ENSG00000272798.1_2,22,25832279,25832882,CTA-390C10.9,0.094328404
ENSG00000272799.1_2,18,9912313,9912846,RP11-474N24.6,0.213387102
ENSG00000272800.1_2,2,184079047,184080128,RP11-438L19.1,0.105313043
ENSG00000272801.1_3,7,27186985,27192217,RP1-170O19.23,0
ENSG00000272804.3_2,21,46020497,46022091,KRTAP10-7,0.037044445
ENSG00000272807.1_2,2,210893141,210893880,RP11-260M2.1,4.465557656
ENSG00000272808.3_3,15,101390036,101405662,RP11-66B24.7,0.860011495
ENSG00000272810.1_2,6,26013469,26013985,U91328.22,0.11020185
ENSG00000272812.1_3,8,183119,183692,RP5-855D21.3,2.679978432
ENSG00000272814.1_2,2,47183754,47184027,RP11-15I20.1,12.37216861
ENSG00000272815.1_3,17,16691371,16719854,RP11-219A15.4,0.052705232
ENSG00000272817.1_2,10,93667888,93669105,RP11-402D21.2,1.29713946
ENSG00000272821.1_2,22,50962355,50963209,CTA-384D8.36,75.0662133
ENSG00000272822.1_3,12,49297286,49351148,RP11-302B13.5,61.10029477
ENSG00000272823.1_2,1,221002018,221002553,RP11-295M18.6,0
ENSG00000272824.1_2,1,147830374,147830815,RP6-74O6.6,0.773407552
ENSG00000272825.1_2,21,46356218,46356869,LL21NC02-1C16.2,0.262151946
ENSG00000272827.1_2,1,187449425,187449746,RP11-445P19.3,0
ENSG00000272829.1_2,22,21335650,21336044,XXbac-B135H6.18,1.226030452
ENSG00000272831.1_2,7,66204816,66205372,RP11-792A8.4,16.57063864
ENSG00000272832.1_2,3,133261908,133262310,RP11-91K8.5,0.353438935
ENSG00000272834.1_2,22,40811007,40811449,RP5-1042K10.13,0.643051425
ENSG00000272836.1_2,22,50644014,50644491,RP3-402G11.27,2.38386428
ENSG00000272837.1_2,12,56039979,56040447,OR10AE3P,0
ENSG00000272839.1_2,7,157661230,157661846,RP11-452C13.1,0.092340934
ENSG00000272840.1_3,3,125493557,125516796,RP11-379B18.6,1.451089504
ENSG00000272841.1_2,6,161411350,161413374,RP3-428L16.2,4.079645266
ENSG00000272842.1_2,9,19371384,19371943,RP11-513M16.7,4.273076722
ENSG00000272843.1_2,7,72394956,72395663,RP11-313P13.5,0.925430929
ENSG00000272844.1_2,3,112709294,112710000,RP11-484K9.4,6.527472221
ENSG00000272848.1_2,6,169826515,169827164,RP1-137D17.2,1.008007842
ENSG00000272849.1_3,12,122235417,122239878,RP11-347I19.8,13.19773114
ENSG00000272851.1_2,2,208618596,208619159,RP11-801F7.1,6.212629277
ENSG00000272853.1_2,10,14919687,14920685,RP11-398C13.6,1.739457324
ENSG00000272854.1_2,7,107220002,107220502,RP4-593H12.1,0.739188255
ENSG00000272855.1_2,1,77102562,77103024,RP5-1102E8.3,0
ENSG00000272856.1_2,4,88381959,88383432,RP11-710E1.2,0
ENSG00000272858.1_3,22,29210902,29211650,CTA-292E10.8,0.646571467
ENSG00000272861.1_2,2,105865861,105866251,RP11-332H14.1,0.072857233
ENSG00000272862.1_2,4,41990758,41991254,RP11-814H16.2,0.229273064
ENSG00000272864.1_2,1,75164453,75165017,RP11-17E13.2,0.504197843
ENSG00000272865.1_3,1,242310816,242372431,RP11-561I11.4,0
ENSG00000272866.1_2,9,5351796,5352410,RP11-12D24.10,0
ENSG00000272869.5_3,5,112196885,112228776,CTC-487M23.8,4.782805899
ENSG00000272870.1_2,4,174284931,174291597,RP11-798M19.6,2.637490241
ENSG00000272871.1_2,9,14588795,14590063,RP11-408A13.4,0.224485249
ENSG00000272872.1,22,16154073,16154766,LL22NC03-N14H11.1,0
ENSG00000272874.1_2,20,247827,249498,RP5-1103G7.10,0
ENSG00000272880.1_2,1,181781840,181782396,RP11-33M22.2,0
ENSG00000272882.1_2,11,29008182,29009045,OR2BH1P,0
ENSG00000272884.1_3,17,7342825,7349285,RP11-104H15.10,1.41076427
ENSG00000272885.1_2,4,409907,410326,RP11-2H3.6,0.406959688
ENSG00000272886.5_2,3,53317448,53381637,DCP1A,4.274239464
ENSG00000272887.1_2,15,84956505,84962703,CSPG4P5,0.030549253
ENSG00000272888.5_3,15,93425937,93442931,LINC01578,7.508575964
ENSG00000272892.1_2,10,69609283,69610504,RP11-57G10.8,0.512862454
ENSG00000272894.5_2,7,7592093,7606627,RP5-1159O4.1,6.487831324
ENSG00000272895.1_3,2,118756321,118757056,RP11-98C1.2,0
ENSG00000272896.1_3,9,139685831,139695047,RP11-216L13.17,25.07646838
ENSG00000272897.5_3,20,34220262,34262466,RP1-309K20.6,34.20421505
ENSG00000272899.3_3,7,128506362,128512098,RP11-309L24.4,0.569451537
